session_id,source_file,endpoint_path,business_area,captured_at,status_code,record_count_guess,has_sensitive_headers,standardized_table,notes
session-20260512-101623,125-www-jspec-com-cn-px-trade-extranet-tradenotice-querytradeinfobytypeanduser.json,/px-trade-extranet/tradeNotice/queryTradeInfoByTypeAndUser,notice,2026-05-12T02:22:49.278Z,200,10,false,trade_notice,unclassified
session-20260512-101623,126-www-jspec-com-cn-px-trade-extranet-tradenotice-querytradeinfolistbytypeanduser.json,/px-trade-extranet/tradeNotice/queryTradeInfoListByTypeAndUser,notice,2026-05-12T02:22:49.328Z,200,421,false,trade_notice,unclassified
session-20260512-101623,127-www-jspec-com-cn-px-js-outer-listed-new-tradeseq-listedtradinglist.json,/px-js-outer-listed-new/Tradeseq/listedTradingList,listed,2026-05-12T02:22:59.686Z,200,0,false,trade_notice,unclassified
session-20260512-101623,128-www-jspec-com-cn-px-js-outer-listed-new-tradeseq-listedtradinglistlimit.json,/px-js-outer-listed-new/Tradeseq/listedTradingListLimit,listed,2026-05-12T02:23:09.737Z,200,0,false,trade_notice,unclassified
session-20260512-101623,129-www-jspec-com-cn-px-gateway-gatewayconfig-security.json,/px-gateway/GatewayConfig/security,unknown,2026-05-12T02:23:20.056Z,200,0,false,,unclassified
session-20260512-101623,130-www-jspec-com-cn-px-gateway-gatewayconfig-recordpageviews.json,/px-gateway/GatewayConfig/recordPageViews,unknown,2026-05-12T02:23:20.198Z,200,0,false,,unclassified
session-20260512-101623,131-www-jspec-com-cn-px-trade-extranet-powercurve-getcurrentusermarket.json,/px-trade-extranet/powerCurve/getCurrentUserMarket,unknown,2026-05-12T02:23:20.232Z,200,0,false,,unclassified
session-20260512-101623,132-www-jspec-com-cn-px-common-authority-user-getresourcetreebyusername.json,/px-common-authority/user/getResourceTreeByUsername,unknown,2026-05-12T02:23:20.278Z,200,0,false,,unclassified; authentication-related endpoint; keep out of committed raw data
session-20260512-101623,133-www-jspec-com-cn-px-common-habit-user-menu-default.json,/px-common-habit/user/menu/default,unknown,2026-05-12T02:23:20.282Z,200,0,false,,unclassified
session-20260512-101623,134-www-jspec-com-cn-px-trade-extranet-trparams-getnotpubcaclu.json,/px-trade-extranet/trParams/getNotPubCaclu,unknown,2026-05-12T02:23:20.289Z,200,0,false,,unclassified
session-20260512-101623,135-www-jspec-com-cn-px-trade-extranet-trparams-getinfobytrparams.json,/px-trade-extranet/trParams/getInfoByTrParams,unknown,2026-05-12T02:23:20.291Z,200,0,false,,unclassified
session-20260512-101623,136-www-jspec-com-cn-px-common-mpush-message-log-querybyuserid.json,/px-common-mpush/message/log/queryByUserId,unknown,2026-05-12T02:23:20.297Z,200,0,false,,unclassified
session-20260512-101623,137-www-jspec-com-cn-px-trade-extranet-trtradetype-getmenu.json,/px-trade-extranet/trTradeType/getMenu,unknown,2026-05-12T02:23:20.307Z,200,0,false,,unclassified
session-20260512-101623,138-www-jspec-com-cn-px-trade-extranet-provincepowercurve-querytrparaminfo.json,/px-trade-extranet/provincePowerCurve/queryTrParamInfo,unknown,2026-05-12T02:23:20.308Z,200,0,false,,unclassified
session-20260512-101623,139-www-jspec-com-cn-px-trade-extranet-trtradeseqinforelatequery-querytrtradeseqitemone.json,/px-trade-extranet/trTradeseqInfoRelateQuery/queryTrTradeseqItemOne,listed,2026-05-12T02:23:20.310Z,200,0,false,trade_notice,unclassified
session-20260512-101623,140-www-jspec-com-cn-px-trade-extranet-trtradeseqinforelatequery-querytrtradeseqitemone.json,/px-trade-extranet/trTradeseqInfoRelateQuery/queryTrTradeseqItemOne,listed,2026-05-12T02:23:20.310Z,200,0,false,trade_notice,unclassified
session-20260512-101623,141-www-jspec-com-cn-px-common-authority-user-getresourcetreebyusername.json,/px-common-authority/user/getResourceTreeByUsername,unknown,2026-05-12T02:23:20.311Z,200,0,false,,unclassified; authentication-related endpoint; keep out of committed raw data
session-20260512-101623,142-www-jspec-com-cn-px-gateway-systemtime-getsystemtime.json,/px-gateway/systemTime/getSystemTime,unknown,2026-05-12T02:23:20.311Z,200,0,false,,unclassified
session-20260512-101623,143-www-jspec-com-cn-px-basesystem-systemconfig-uniformencode.json,/px-basesystem-systemconfig/uniformencode,unknown,2026-05-12T02:23:20.312Z,200,49,false,,unclassified
session-20260512-101623,144-www-jspec-com-cn-px-gateway-gatewayconfig-getgatewayconfig.json,/px-gateway/GatewayConfig/getGatewayConfig,unknown,2026-05-12T02:23:25.201Z,200,0,false,,unclassified
session-20260512-101623,145-www-jspec-com-cn-px-gateway-gatewayconfig-getgatewayconfig.json,/px-gateway/GatewayConfig/getGatewayConfig,unknown,2026-05-12T02:23:25.207Z,200,0,false,,unclassified
session-20260512-101623,146-www-jspec-com-cn-px-gateway-gatewayconfig-security.json,/px-gateway/GatewayConfig/security,unknown,2026-05-12T02:23:25.227Z,200,0,false,,unclassified
session-20260512-101623,147-www-jspec-com-cn-px-gateway-gatewayconfig-security.json,/px-gateway/GatewayConfig/security,unknown,2026-05-12T02:23:25.262Z,200,0,false,,unclassified
session-20260512-101623,148-www-jspec-com-cn-px-common-authority-marketmapping-selectbycondition.json,/px-common-authority/marketMapping/selectByCondition,unknown,2026-05-12T02:23:25.394Z,200,49,false,,unclassified; authentication-related endpoint; keep out of committed raw data
session-20260512-101623,149-www-jspec-com-cn-px-common-authority-framework-getvalidatecodestatus.json,/px-common-authority/framework/getValidateCodeStatus,unknown,2026-05-12T02:23:33.436Z,200,0,false,,unclassified; authentication-related endpoint; keep out of committed raw data
session-20260512-101623,150-www-jspec-com-cn-px-common-authority-framework-getvalidatecodestatus.json,/px-common-authority/framework/getValidateCodeStatus,unknown,2026-05-12T02:23:43.279Z,200,0,false,,unclassified; authentication-related endpoint; keep out of committed raw data
session-20260512-101623,151-www-jspec-com-cn-px-common-authority-framework-getvalidatecodestatus.json,/px-common-authority/framework/getValidateCodeStatus,unknown,2026-05-12T02:23:53.277Z,200,0,false,,unclassified; authentication-related endpoint; keep out of committed raw data
session-20260512-101623,152-www-jspec-com-cn-px-common-authority-framework-getvalidatecodestatus.json,/px-common-authority/framework/getValidateCodeStatus,unknown,2026-05-12T02:24:03.250Z,200,0,false,,unclassified; authentication-related endpoint; keep out of committed raw data
session-20260512-101623,153-www-jspec-com-cn-px-common-authority-framework-getsecurekey.json,/px-common-authority/framework/getSecureKey,unknown,2026-05-12T02:24:11.768Z,200,0,false,,unclassified; authentication-related endpoint; keep out of committed raw data
session-20260512-101623,154-www-jspec-com-cn-px-common-authority-user-login2.json,/px-common-authority/user/login2,unknown,2026-05-12T02:24:11.784Z,200,0,false,,unclassified; authentication-related endpoint; keep out of committed raw data
session-20260512-101623,155-www-jspec-com-cn-px-common-authority-marketmapping-selectbycondition.json,/px-common-authority/marketMapping/selectByCondition,unknown,2026-05-12T02:24:15.406Z,200,49,false,,unclassified; authentication-related endpoint; keep out of committed raw data
